"Date Time, GMT-07:00","Temp, °C"
17-08-09 08:35:27,36.620
17-08-09 09:35:27,35.756
17-08-09 10:35:27,39.502
17-08-09 11:35:27,43.601
17-08-09 12:35:27,47.629
17-08-09 13:35:27,49.768
17-08-09 14:35:27,50.180
17-08-09 15:35:27,45.326
17-08-09 16:35:27,40.761
17-08-09 17:35:27,38.268
17-08-09 18:35:27,37.055
17-08-09 19:35:27,35.435
17-08-09 20:35:27,33.953
17-08-09 21:35:27,32.911
17-08-09 22:35:27,31.983
17-08-09 23:35:27,31.574
17-08-10 00:35:27,31.166
17-08-10 01:35:27,30.659
17-08-10 02:35:27,30.255
17-08-10 03:35:27,29.752
17-08-10 04:35:27,29.452
17-08-10 05:35:27,28.655
17-08-10 06:35:27,28.258
17-08-10 07:35:27,29.053
17-08-10 08:35:27,30.862
17-08-10 09:35:27,33.118
17-08-10 10:35:27,36.403
17-08-10 11:35:27,37.935
17-08-10 12:35:27,39.389
17-08-10 13:35:27,44.334
17-08-10 14:35:27,44.704
17-08-10 15:35:27,39.276
17-08-10 16:35:27,35.542
17-08-10 17:35:27,34.691
17-08-10 18:35:27,32.807
17-08-10 19:35:27,30.963
17-08-10 20:35:27,30.457
17-08-10 21:35:27,29.853
17-08-10 22:35:27,29.053
17-08-10 23:35:27,28.456
17-08-11 00:35:27,28.159
17-08-11 01:35:27,27.764
17-08-11 02:35:27,27.075
17-08-11 03:35:27,26.488
17-08-11 04:35:27,25.902
17-08-11 05:35:27,25.513
17-08-11 06:35:27,25.319
17-08-11 07:35:27,26.585
17-08-11 08:35:27,30.054
17-08-11 09:35:27,34.058
17-08-11 10:35:27,37.604
17-08-11 11:35:27,42.164
17-08-11 12:35:27,46.722
17-08-11 13:35:27,49.632
17-08-11 14:35:27,50.318
17-08-11 15:35:27,50.042
17-08-11 16:35:27,45.452
17-08-11 17:35:27,43.966
17-08-11 18:35:27,41.341
17-08-11 19:35:27,38.379
17-08-11 20:35:27,36.187
17-08-11 21:35:27,34.374
17-08-11 22:35:27,33.014
17-08-11 23:35:27,31.880
17-08-12 00:35:27,31.064
17-08-12 01:35:27,30.659
17-08-12 02:35:27,30.457
17-08-12 03:35:27,30.154
17-08-12 04:35:27,29.752
17-08-12 05:35:27,29.352
17-08-12 06:35:27,28.655
17-08-12 07:35:27,29.552
17-08-12 08:35:27,32.807
17-08-12 09:35:27,36.728
17-08-12 10:35:27,39.729
17-08-12 11:35:27,42.758
17-08-12 12:35:27,48.288
17-08-12 13:35:27,48.821
17-08-12 14:35:27,49.090
17-08-12 15:35:27,49.768
17-08-12 16:35:27,46.465
17-08-12 17:35:27,43.966
17-08-12 18:35:27,41.108
17-08-12 19:35:27,38.268
17-08-12 20:35:27,35.971
17-08-12 21:35:27,34.479
17-08-12 22:35:27,33.326
17-08-12 23:35:27,32.188
17-08-13 00:35:27,31.268
17-08-13 01:35:27,30.862
17-08-13 02:35:27,30.255
17-08-13 03:35:27,29.552
17-08-13 04:35:27,28.953
17-08-13 05:35:27,28.357
17-08-13 06:35:27,27.961
17-08-13 07:35:27,28.555
17-08-13 08:35:27,31.778
17-08-13 09:35:27,35.542
17-08-13 10:35:27,38.826
17-08-13 11:35:27,43.118
17-08-13 12:35:27,47.629
17-08-13 13:35:27,47.499
17-08-13 14:35:27,42.282
17-08-13 15:35:27,39.729
17-08-13 16:35:27,38.379
17-08-13 17:35:27,39.163
17-08-13 18:35:27,37.384
17-08-13 19:35:27,35.115
17-08-13 20:35:27,33.743
17-08-13 21:35:27,31.472
17-08-13 22:35:27,29.152
17-08-13 23:35:27,28.258
17-08-14 00:35:27,27.468
17-08-14 01:35:27,26.879
17-08-14 02:35:27,26.585
17-08-14 03:35:27,26.097
17-08-14 04:35:27,25.513
17-08-14 05:35:27,25.125
17-08-14 06:35:27,24.835
17-08-14 07:35:27,26.000
17-08-14 08:35:27,28.853
17-08-14 09:35:27,31.880
17-08-14 10:35:27,35.542
17-08-14 11:35:27,40.071
17-08-14 12:35:27,44.089
17-08-14 13:35:27,46.210
17-08-14 14:35:27,45.956
17-08-14 15:35:27,46.722
17-08-14 16:35:27,45.956
17-08-14 17:35:27,42.520
17-08-14 18:35:27,39.276
17-08-14 19:35:27,36.403
17-08-14 20:35:27,34.374
17-08-14 21:35:27,33.118
17-08-14 22:35:27,31.983
17-08-14 23:35:27,31.064
17-08-15 00:35:27,30.356
17-08-15 01:35:27,29.752
17-08-15 02:35:27,29.152
17-08-15 03:35:27,28.655
17-08-15 04:35:27,28.159
17-08-15 05:35:27,27.468
17-08-15 06:35:27,26.977
17-08-15 07:35:27,27.961
17-08-15 08:35:27,31.166
17-08-15 09:35:27,34.585
17-08-15 10:35:27,38.046
17-08-15 11:35:27,42.282
17-08-15 12:35:27,46.337
17-08-15 13:35:27,48.687
17-08-15 14:35:27,49.090
17-08-15 15:35:27,48.554
17-08-15 16:35:27,46.465
17-08-15 17:35:27,43.238
17-08-15 18:35:27,40.071
17-08-15 19:35:27,37.055
17-08-15 20:35:27,34.796
17-08-15 21:35:27,33.118
17-08-15 22:35:27,31.676
17-08-15 23:35:27,30.356
17-08-16 00:35:27,29.352
17-08-16 01:35:27,28.655
