"Date Time, GMT-07:00","Temp, °C"
19-08-02 11:11:05,39.389
19-08-02 12:11:05,41.108
19-08-02 13:11:05,38.714
19-08-02 14:11:05,36.511
19-08-02 15:11:05,37.055
19-08-02 16:11:05,37.935
19-08-02 17:11:05,36.946
19-08-02 18:11:05,35.864
19-08-02 19:11:05,34.374
19-08-02 20:11:05,33.014
19-08-02 21:11:05,31.983
19-08-02 22:11:05,31.166
19-08-02 23:11:05,30.356
19-08-03 00:11:05,29.853
19-08-03 01:11:05,29.252
19-08-03 02:11:05,28.655
19-08-03 03:11:05,28.159
19-08-03 04:11:05,27.764
19-08-03 05:11:05,27.468
19-08-03 06:11:05,27.272
19-08-03 07:11:05,27.665
19-08-03 08:11:05,29.452
19-08-03 09:11:05,32.600
19-08-03 10:11:05,35.435
19-08-03 11:11:05,39.389
19-08-03 12:11:05,42.878
19-08-03 13:11:05,42.164
19-08-03 14:11:05,37.384
19-08-03 15:11:05,34.585
19-08-03 16:11:05,33.222
19-08-03 17:11:05,32.291
19-08-03 18:11:05,31.880
19-08-03 19:11:05,31.268
19-08-03 20:11:05,30.255
19-08-03 21:11:05,29.652
19-08-03 22:11:05,29.252
19-08-03 23:11:05,28.655
19-08-04 00:11:05,27.961
19-08-04 01:11:05,27.468
19-08-04 02:11:05,27.272
19-08-04 03:11:05,27.075
19-08-04 04:11:05,26.977
19-08-04 05:11:05,26.879
19-08-04 06:11:05,26.879
19-08-04 07:11:05,27.075
19-08-04 08:11:05,28.754
19-08-04 09:11:05,31.574
19-08-04 10:11:05,34.691
19-08-04 11:11:05,38.046
19-08-04 12:11:05,42.520
19-08-04 13:11:05,45.956
19-08-04 14:11:05,49.360
19-08-04 15:11:05,49.360
19-08-04 16:11:05,48.554
19-08-04 17:11:05,45.326
19-08-04 18:11:05,41.692
19-08-04 19:11:05,39.163
19-08-04 20:11:05,36.946
19-08-04 21:11:05,35.328
19-08-04 22:11:05,34.268
19-08-04 23:11:05,33.222
19-08-05 00:11:05,32.497
19-08-05 01:11:05,31.880
19-08-05 02:11:05,31.166
19-08-05 03:11:05,30.659
19-08-05 04:11:05,30.054
19-08-05 05:11:05,29.552
19-08-05 06:11:05,29.053
19-08-05 07:11:05,29.552
19-08-05 08:11:05,31.574
19-08-05 09:11:05,35.435
19-08-05 10:11:05,38.714
19-08-05 11:11:05,43.359
19-08-05 12:11:05,46.722
19-08-05 13:11:05,49.496
19-08-05 14:11:05,52.873
19-08-05 15:11:05,52.727
19-08-05 16:11:05,47.368
19-08-05 17:11:05,33.430
19-08-05 18:11:05,31.574
19-08-05 19:11:05,29.652
19-08-05 20:11:05,28.159
19-08-05 21:11:05,27.567
19-08-05 22:11:05,26.977
19-08-05 23:11:05,26.488
19-08-06 00:11:05,25.805
19-08-06 01:11:05,25.222
19-08-06 02:11:05,24.738
19-08-06 03:11:05,24.351
19-08-06 04:11:05,24.448
19-08-06 05:11:05,24.448
19-08-06 06:11:05,24.448
19-08-06 07:11:05,24.738
19-08-06 08:11:05,26.000
19-08-06 09:11:05,27.370
19-08-06 10:11:05,28.655
19-08-06 11:11:05,32.394
19-08-06 12:11:05,34.268
19-08-06 13:11:05,36.946
19-08-06 14:11:05,40.415
19-08-06 15:11:05,40.415
19-08-06 16:11:05,40.415
19-08-06 17:11:05,37.935
19-08-06 18:11:05,35.649
19-08-06 19:11:05,33.326
19-08-06 20:11:05,30.862
19-08-06 21:11:05,29.652
19-08-06 22:11:05,28.555
19-08-06 23:11:05,27.665
19-08-07 00:11:05,26.781
19-08-07 01:11:05,26.292
19-08-07 02:11:05,26.000
19-08-07 03:11:05,25.416
19-08-07 04:11:05,25.222
19-08-07 05:11:05,24.738
19-08-07 06:11:05,24.351
19-08-07 07:11:05,24.738
19-08-07 08:11:05,26.097
19-08-07 09:11:05,28.853
19-08-07 10:11:05,32.704
19-08-07 11:11:05,36.837
19-08-07 12:11:05,40.071
19-08-07 13:11:05,43.238
19-08-07 14:11:05,44.334
19-08-07 15:11:05,41.225
19-08-07 16:11:05,39.050
19-08-07 17:11:05,36.295
19-08-07 18:11:05,30.862
19-08-07 19:11:05,30.054
19-08-07 20:11:05,28.853
19-08-07 21:11:05,27.961
19-08-07 22:11:05,27.173
19-08-07 23:11:05,26.488
19-08-08 00:11:05,25.902
19-08-08 01:11:05,25.416
19-08-08 02:11:05,24.931
19-08-08 03:11:05,24.448
19-08-08 04:11:05,24.062
19-08-08 05:11:05,23.773
19-08-08 06:11:05,23.484
19-08-08 07:11:05,23.773
19-08-08 08:11:05,25.708
19-08-08 09:11:05,28.258
19-08-08 10:11:05,30.659
19-08-08 11:11:05,32.807
19-08-08 12:11:05,35.971
19-08-08 13:11:05,36.079
19-08-08 14:11:05,35.115
19-08-08 15:11:05,34.585
19-08-08 16:11:05,32.704
19-08-08 17:11:05,32.188
19-08-08 18:11:05,31.472
19-08-08 19:11:05,30.154
19-08-08 20:11:05,29.053
19-08-08 21:11:05,28.159
19-08-08 22:11:05,27.567
19-08-08 23:11:05,26.977
19-08-09 00:11:05,26.683
19-08-09 01:11:05,26.292
19-08-09 02:11:05,25.902
19-08-09 03:11:05,25.513
19-08-09 04:11:05,23.966
19-08-09 05:11:05,23.484
19-08-09 06:11:05,23.196
19-08-09 07:11:05,23.388
19-08-09 08:11:05,24.062
19-08-09 09:11:05,24.545
19-08-09 10:11:05,25.708
19-08-09 11:11:05,30.054
19-08-09 12:11:05,32.188
19-08-09 13:11:05,32.188
19-08-09 14:11:05,32.086
19-08-09 15:11:05,35.542
19-08-09 16:11:05,37.714
19-08-09 17:11:05,37.165
19-08-09 18:11:05,34.374
19-08-09 19:11:05,32.291
19-08-09 20:11:05,30.558
19-08-09 21:11:05,29.352
19-08-09 22:11:05,28.357
19-08-09 23:11:05,27.567
19-08-10 00:11:05,26.977
19-08-10 01:11:05,26.488
19-08-10 02:11:05,26.097
19-08-10 03:11:05,25.610
19-08-10 04:11:05,25.319
19-08-10 05:11:05,25.125
19-08-10 06:11:05,24.931
19-08-10 07:11:05,25.513
19-08-10 08:11:05,27.764
19-08-10 09:11:05,29.053
19-08-10 10:11:05,29.652
19-08-10 11:11:05,28.754
19-08-10 12:11:05,27.370
19-08-10 13:11:05,26.195
19-08-10 14:11:05,26.781
19-08-10 15:11:05,26.097
19-08-10 16:11:05,25.513
19-08-10 17:11:05,25.125
19-08-10 18:11:05,24.738
19-08-10 19:11:05,23.966
19-08-10 20:11:05,23.581
19-08-10 21:11:05,23.100
19-08-10 22:11:05,22.717
19-08-10 23:11:05,22.621
19-08-11 00:11:05,22.621
19-08-11 01:11:05,22.525
19-08-11 02:11:05,22.429
19-08-11 03:11:05,22.238
19-08-11 04:11:05,22.046
19-08-11 05:11:05,21.855
19-08-11 06:11:05,21.664
19-08-11 07:11:05,22.142
19-08-11 08:11:05,23.773
19-08-11 09:11:05,26.000
19-08-11 10:11:05,28.953
19-08-11 11:11:05,31.778
19-08-11 12:11:05,33.118
19-08-11 13:11:05,33.430
19-08-11 14:11:05,37.494
19-08-11 15:11:05,38.490
19-08-11 16:11:05,38.490
19-08-11 17:11:05,37.274
19-08-11 18:11:05,34.903
19-08-11 19:11:05,32.394
19-08-11 20:11:05,30.356
19-08-11 21:11:05,28.953
19-08-11 22:11:05,27.862
19-08-11 23:11:05,26.977
19-08-12 00:11:05,26.292
19-08-12 01:11:05,25.610
19-08-12 02:11:05,24.931
19-08-12 03:11:05,24.351
19-08-12 04:11:05,23.773
19-08-12 05:11:05,23.388
19-08-12 06:11:05,23.100
19-08-12 07:11:05,23.292
19-08-12 08:11:05,25.125
19-08-12 09:11:05,28.655
19-08-12 10:11:05,32.291
19-08-12 11:11:05,36.079
19-08-12 12:11:05,39.276
19-08-12 13:11:05,39.050
19-08-12 14:11:05,42.639
19-08-12 15:11:05,44.089
19-08-12 16:11:05,43.359
19-08-12 17:11:05,41.108
19-08-12 18:11:05,38.490
19-08-12 19:11:05,35.864
19-08-12 20:11:05,33.639
19-08-12 21:11:05,32.086
19-08-12 22:11:05,30.862
19-08-12 23:11:05,29.752
19-08-13 00:11:05,28.853
19-08-13 01:11:05,27.961
19-08-13 02:11:05,27.272
19-08-13 03:11:05,26.585
19-08-13 04:11:05,26.097
19-08-13 05:11:05,25.513
19-08-13 06:11:05,24.931
19-08-13 07:11:05,25.125
19-08-13 08:11:05,27.075
19-08-13 09:11:05,30.457
19-08-13 10:11:05,33.848
19-08-13 11:11:05,37.714
19-08-13 12:11:05,40.992
19-08-13 13:11:05,42.998
19-08-13 14:11:05,45.076
19-08-13 15:11:05,46.337
19-08-13 16:11:05,45.452
19-08-13 17:11:05,43.723
19-08-13 18:11:05,40.876
19-08-13 19:11:05,37.935
19-08-13 20:11:05,35.435
19-08-13 21:11:05,33.639
19-08-13 22:11:05,32.291
19-08-13 23:11:05,31.166
19-08-14 00:11:05,30.255
19-08-14 01:11:05,29.452
19-08-14 02:11:05,28.853
19-08-14 03:11:05,28.258
19-08-14 04:11:05,27.764
19-08-14 05:11:05,27.370
19-08-14 06:11:05,26.977
19-08-14 07:11:05,27.567
19-08-14 08:11:05,28.953
19-08-14 09:11:05,31.880
19-08-14 10:11:05,33.743
19-08-14 11:11:05,38.490
19-08-14 12:11:05,42.046
19-08-14 13:11:05,44.089
19-08-14 14:11:05,46.210
19-08-14 15:11:05,47.760
19-08-14 16:11:05,46.979
19-08-14 17:11:05,45.201
19-08-14 18:11:05,42.401
19-08-14 19:11:05,39.615
19-08-14 20:11:05,37.165
19-08-14 21:11:05,35.435
19-08-14 22:11:05,34.058
19-08-14 23:11:05,33.222
19-08-15 00:11:05,32.600
19-08-15 01:11:05,32.086
19-08-15 02:11:05,31.472
19-08-15 03:11:05,30.659
19-08-15 04:11:05,29.853
19-08-15 05:11:05,29.252
19-08-15 06:11:05,28.754
19-08-15 07:11:05,29.053
19-08-15 08:11:05,30.760
19-08-15 09:11:05,33.222
19-08-15 10:11:05,35.328
19-08-15 11:11:05,37.604
19-08-15 12:11:05,42.520
19-08-15 13:11:05,44.952
19-08-15 14:11:05,46.593
19-08-15 15:11:05,48.554
19-08-15 16:11:05,47.629
19-08-15 17:11:05,45.703
19-08-15 18:11:05,42.520
19-08-15 19:11:05,39.729
19-08-15 20:11:05,37.384
19-08-15 21:11:05,35.864
19-08-15 22:11:05,34.796
19-08-15 23:11:05,33.743
19-08-16 00:11:05,32.600
19-08-16 01:11:05,31.676
19-08-16 02:11:05,30.963
19-08-16 03:11:05,30.054
19-08-16 04:11:05,29.252
19-08-16 05:11:05,28.655
19-08-16 06:11:05,27.961
19-08-16 07:11:05,28.060
19-08-16 08:11:05,29.652
19-08-16 09:11:05,33.326
19-08-16 10:11:05,36.187
19-08-16 11:11:05,40.300
19-08-16 12:11:05,44.211
19-08-16 13:11:05,46.337
19-08-16 14:11:05,48.023
19-08-16 15:11:05,48.288
19-08-16 16:11:05,43.480
19-08-16 17:11:05,43.480
19-08-16 18:11:05,40.761
19-08-16 19:11:05,38.490
19-08-16 20:11:05,36.837
19-08-16 21:11:05,35.649
19-08-16 22:11:05,32.911
19-08-16 23:11:05,30.659
19-08-17 00:11:05,29.853
19-08-17 01:11:05,28.953
19-08-17 02:11:05,27.961
19-08-17 03:11:05,27.075
19-08-17 04:11:05,26.097
19-08-17 05:11:05,25.513
19-08-17 06:11:05,24.931
19-08-17 07:11:05,25.125
19-08-17 08:11:05,26.977
19-08-17 09:11:05,30.862
19-08-17 10:11:05,33.326
19-08-17 11:11:05,37.494
19-08-17 12:11:05,41.225
19-08-17 13:11:05,43.601
19-08-17 14:11:05,44.952
19-08-17 15:11:05,46.465
19-08-17 16:11:05,45.577
19-08-17 17:11:05,43.601
19-08-17 18:11:05,40.530
19-08-17 19:11:05,37.714
19-08-17 20:11:05,35.649
19-08-17 21:11:05,34.268
19-08-17 22:11:05,33.118
19-08-17 23:11:05,32.086
19-08-18 00:11:05,31.472
19-08-18 01:11:05,30.862
19-08-18 02:11:05,29.853
19-08-18 03:11:05,29.152
19-08-18 04:11:05,28.754
19-08-18 05:11:05,28.357
19-08-18 06:11:05,27.961
19-08-18 07:11:05,28.159
19-08-18 08:11:05,29.552
19-08-18 09:11:05,31.880
19-08-18 10:11:05,35.009
19-08-18 11:11:05,38.268
19-08-18 12:11:05,40.415
19-08-18 13:11:05,44.457
19-08-18 14:11:05,46.465
19-08-18 15:11:05,47.892
19-08-18 16:11:05,47.892
19-08-18 17:11:05,44.334
19-08-18 18:11:05,41.458
19-08-18 19:11:05,38.714
19-08-18 20:11:05,36.620
19-08-18 21:11:05,34.903
19-08-18 22:11:05,33.743
19-08-18 23:11:05,32.911
19-08-19 00:11:05,32.394
19-08-19 01:11:05,31.574
19-08-19 02:11:05,30.862
19-08-19 03:11:05,30.356
19-08-19 04:11:05,29.853
19-08-19 05:11:05,29.053
19-08-19 06:11:05,28.754
19-08-19 07:11:05,29.152
19-08-19 08:11:05,30.255
19-08-19 09:11:05,33.118
19-08-19 10:11:05,35.971
19-08-19 11:11:05,40.300
19-08-19 12:11:05,44.580
19-08-19 13:11:05,47.238
19-08-19 14:11:05,48.155
19-08-19 15:11:05,49.905
19-08-19 16:11:05,49.225
19-08-19 17:11:05,46.979
19-08-19 18:11:05,43.601
19-08-19 19:11:05,40.415
19-08-19 20:11:05,37.714
19-08-19 21:11:05,35.864
19-08-19 22:11:05,34.479
19-08-19 23:11:05,33.430
19-08-20 00:11:05,32.600
19-08-20 01:11:05,31.880
19-08-20 02:11:05,31.064
19-08-20 03:11:05,30.255
19-08-20 04:11:05,29.552
19-08-20 05:11:05,28.853
19-08-20 06:11:05,28.357
19-08-20 07:11:05,28.357
19-08-20 08:11:05,30.356
19-08-20 09:11:05,34.479
19-08-20 10:11:05,36.946
19-08-20 11:11:05,41.458
19-08-20 12:11:05,45.956
19-08-20 13:11:05,48.955
19-08-20 14:11:05,49.905
19-08-20 15:11:05,51.578
19-08-20 16:11:05,51.014
19-08-20 17:11:05,48.554
19-08-20 18:11:05,45.076
19-08-20 19:11:05,41.692
19-08-20 20:11:05,38.826
19-08-20 21:11:05,36.946
19-08-20 22:11:05,35.542
19-08-20 23:11:05,34.374
19-08-21 00:11:05,33.535
19-08-21 01:11:05,32.704
19-08-21 02:11:05,31.983
19-08-21 03:11:05,31.268
19-08-21 04:11:05,30.558
19-08-21 05:11:05,29.752
19-08-21 06:11:05,29.452
19-08-21 07:11:05,29.652
19-08-21 08:11:05,30.659
19-08-21 09:11:05,34.374
19-08-21 10:11:05,37.714
19-08-21 11:11:05,42.046
19-08-21 12:11:05,46.593
19-08-21 13:11:05,49.768
19-08-21 14:11:05,50.874
19-08-21 15:11:05,48.023
19-08-21 16:11:05,47.109
19-08-21 17:11:05,43.723
19-08-21 18:11:05,41.225
19-08-21 19:11:05,39.050
19-08-21 20:11:05,36.946
19-08-21 21:11:05,35.435
19-08-21 22:11:05,34.163
19-08-21 23:11:05,33.639
19-08-22 00:11:05,32.911
19-08-22 01:11:05,32.600
19-08-22 02:11:05,31.880
19-08-22 03:11:05,30.963
19-08-22 04:11:05,30.255
19-08-22 05:11:05,29.752
19-08-22 06:11:05,29.152
19-08-22 07:11:05,29.053
19-08-22 08:11:05,30.862
19-08-22 09:11:05,34.903
19-08-22 10:11:05,37.714
19-08-22 11:11:05,41.692
19-08-22 12:11:05,46.083
19-08-22 13:11:05,47.760
19-08-22 14:11:05,44.704
19-08-22 15:11:05,44.580
19-08-22 16:11:05,43.480
19-08-22 17:11:05,42.401
19-08-22 18:11:05,29.752
19-08-22 19:11:05,28.655
19-08-22 20:11:05,28.258
19-08-22 21:11:05,27.272
19-08-22 22:11:05,26.390
19-08-22 23:11:05,26.097
19-08-23 00:11:05,25.513
19-08-23 01:11:05,24.931
19-08-23 02:11:05,24.835
19-08-23 03:11:05,24.545
19-08-23 04:11:05,24.255
19-08-23 05:11:05,24.351
19-08-23 06:11:05,24.062
19-08-23 07:11:05,24.158
19-08-23 08:11:05,25.125
19-08-23 09:11:05,26.683
19-08-23 10:11:05,29.452
19-08-23 11:11:05,32.188
19-08-23 12:11:05,34.796
19-08-23 13:11:05,37.055
19-08-23 14:11:05,38.490
19-08-23 15:11:05,40.300
19-08-23 16:11:05,40.415
19-08-23 17:11:05,38.046
19-08-23 18:11:05,35.435
19-08-23 19:11:05,32.394
19-08-23 20:11:05,30.255
19-08-23 21:11:05,29.252
19-08-23 22:11:05,28.456
19-08-23 23:11:05,27.665
19-08-24 00:11:05,26.879
19-08-24 01:11:05,26.195
19-08-24 02:11:05,25.708
19-08-24 03:11:05,25.222
19-08-24 04:11:05,24.641
19-08-24 05:11:05,24.255
19-08-24 06:11:05,24.062
19-08-24 07:11:05,24.255
19-08-24 08:11:05,25.416
19-08-24 09:11:05,27.272
19-08-24 10:11:05,29.452
