"Date Time, GMT-07:00","Temp, °C"
17-08-09 08:43:48,30.255
17-08-09 09:43:48,29.953
17-08-09 10:43:48,33.639
17-08-09 11:43:48,36.079
17-08-09 12:43:48,38.379
17-08-09 13:43:48,40.415
17-08-09 14:43:48,41.575
17-08-09 15:43:48,37.165
17-08-09 16:43:48,34.163
17-08-09 17:43:48,32.600
17-08-09 18:43:48,31.880
17-08-09 19:43:48,30.659
17-08-09 20:43:48,29.853
17-08-09 21:43:48,29.053
17-08-09 22:43:48,28.456
17-08-09 23:43:48,28.159
17-08-10 00:43:48,27.862
17-08-10 01:43:48,27.567
17-08-10 02:43:48,27.272
17-08-10 03:43:48,26.879
17-08-10 04:43:48,26.585
17-08-10 05:43:48,26.097
17-08-10 06:43:48,25.902
17-08-10 07:43:48,26.488
17-08-10 08:43:48,27.764
17-08-10 09:43:48,29.352
17-08-10 10:43:48,31.983
17-08-10 11:43:48,32.600
17-08-10 12:43:48,33.743
17-08-10 13:43:48,37.604
17-08-10 14:43:48,36.837
17-08-10 15:43:48,33.014
17-08-10 16:43:48,30.862
17-08-10 17:43:48,30.457
17-08-10 18:43:48,29.053
17-08-10 19:43:48,28.060
17-08-10 20:43:48,27.567
17-08-10 21:43:48,27.075
17-08-10 22:43:48,26.683
17-08-10 23:43:48,26.292
17-08-11 00:43:48,26.097
17-08-11 01:43:48,25.708
17-08-11 02:43:48,25.222
17-08-11 03:43:48,24.835
17-08-11 04:43:48,24.448
17-08-11 05:43:48,24.158
17-08-11 06:43:48,24.062
17-08-11 07:43:48,24.738
17-08-11 08:43:48,26.000
17-08-11 09:43:48,29.752
17-08-11 10:43:48,33.743
17-08-11 11:43:48,36.403
17-08-11 12:43:48,39.389
17-08-11 13:43:48,41.692
17-08-11 14:43:48,42.639
17-08-11 15:43:48,41.692
17-08-11 16:43:48,38.157
17-08-11 17:43:48,36.946
17-08-11 18:43:48,34.691
17-08-11 19:43:48,32.807
17-08-11 20:43:48,31.472
17-08-11 21:43:48,30.255
17-08-11 22:43:48,29.452
17-08-11 23:43:48,28.655
17-08-12 00:43:48,28.159
17-08-12 01:43:48,28.060
17-08-12 02:43:48,28.060
17-08-12 03:43:48,27.764
17-08-12 04:43:48,27.567
17-08-12 05:43:48,27.272
17-08-12 06:43:48,26.781
17-08-12 07:43:48,27.173
17-08-12 08:43:48,28.555
17-08-12 09:43:48,32.188
17-08-12 10:43:48,36.079
17-08-12 11:43:48,37.604
17-08-12 12:43:48,41.225
17-08-12 13:43:48,40.992
17-08-12 14:43:48,42.282
17-08-12 15:43:48,42.998
