"Date Time, GMT-07:00","Temp, °C"
19-03-16 11:53:19,31.166
19-03-16 12:53:19,18.616
19-03-16 13:53:19,19.567
19-03-16 14:53:19,20.901
19-03-16 15:53:19,20.234
19-03-16 16:53:19,18.901
19-03-16 17:53:19,16.999
19-03-16 18:53:19,15.760
19-03-16 19:53:19,14.709
19-03-16 20:53:19,13.942
19-03-16 21:53:19,13.461
19-03-16 22:53:19,12.980
19-03-16 23:53:19,12.207
19-03-17 00:53:19,11.625
19-03-17 01:53:19,11.236
19-03-17 02:53:19,10.748
19-03-17 03:53:19,10.455
19-03-17 04:53:19,10.063
19-03-17 05:53:19,9.571
19-03-17 06:53:19,9.275
19-03-17 07:53:19,9.275
19-03-17 08:53:19,10.357
19-03-17 09:53:19,14.709
19-03-17 10:53:19,15.091
19-03-17 11:53:19,16.713
19-03-17 12:53:19,18.616
19-03-17 13:53:19,18.996
19-03-17 14:53:19,19.187
19-03-17 15:53:19,19.662
19-03-17 16:53:19,17.950
19-03-17 17:53:19,16.332
19-03-17 18:53:19,15.187
19-03-17 19:53:19,14.230
19-03-17 20:53:19,13.365
19-03-17 21:53:19,12.594
19-03-17 22:53:19,11.916
19-03-17 23:53:19,11.431
19-03-18 00:53:19,10.944
19-03-18 01:53:19,10.553
19-03-18 02:53:19,10.063
19-03-18 03:53:19,9.768
19-03-18 04:53:19,9.571
19-03-18 05:53:19,9.275
19-03-18 06:53:19,9.176
19-03-18 07:53:19,9.275
19-03-18 08:53:19,10.455
19-03-18 09:53:19,13.076
19-03-18 10:53:19,15.282
19-03-18 11:53:19,17.284
19-03-18 12:53:19,19.472
19-03-18 13:53:19,19.948
19-03-18 14:53:19,19.948
19-03-18 15:53:19,20.901
19-03-18 16:53:19,19.853
19-03-18 17:53:19,18.426
19-03-18 18:53:19,17.189
19-03-18 19:53:19,15.855
19-03-18 20:53:19,14.804
19-03-18 21:53:19,13.942
19-03-18 22:53:19,13.365
19-03-18 23:53:19,12.787
19-03-19 00:53:19,12.401
19-03-19 01:53:19,11.916
19-03-19 02:53:19,11.431
19-03-19 03:53:19,11.236
19-03-19 04:53:19,11.334
19-03-19 05:53:19,11.041
19-03-19 06:53:19,10.651
19-03-19 07:53:19,10.846
19-03-19 08:53:19,12.304
19-03-19 09:53:19,14.996
19-03-19 10:53:19,16.999
19-03-19 11:53:19,18.426
19-03-19 12:53:19,19.567
19-03-19 13:53:19,21.091
19-03-19 14:53:19,20.996
19-03-19 15:53:19,20.615
19-03-19 16:53:19,19.853
19-03-19 17:53:19,18.711
19-03-19 18:53:19,17.665
19-03-19 19:53:19,16.523
19-03-19 20:53:19,15.855
19-03-19 21:53:19,15.091
19-03-19 22:53:19,14.038
19-03-19 23:53:19,13.173
19-03-20 00:53:19,12.594
19-03-20 01:53:19,12.110
19-03-20 02:53:19,11.528
19-03-20 03:53:19,11.139
19-03-20 04:53:19,10.748
19-03-20 05:53:19,10.455
19-03-20 06:53:19,10.063
19-03-20 07:53:19,10.259
19-03-20 08:53:19,11.819
19-03-20 09:53:19,14.325
19-03-20 10:53:19,16.523
19-03-20 11:53:19,19.187
19-03-20 12:53:19,21.664
19-03-20 13:53:19,23.292
19-03-20 14:53:19,23.581
19-03-20 15:53:19,23.196
19-03-20 16:53:19,22.238
19-03-20 17:53:19,20.615
19-03-20 18:53:19,18.901
19-03-20 19:53:19,17.475
19-03-20 20:53:19,16.332
19-03-20 21:53:19,15.282
19-03-20 22:53:19,14.230
19-03-20 23:53:19,13.269
19-03-21 00:53:19,12.497
19-03-21 01:53:19,11.722
19-03-21 02:53:19,11.041
19-03-21 03:53:19,10.455
19-03-21 04:53:19,9.965
19-03-21 05:53:19,9.472
19-03-21 06:53:19,8.978
19-03-21 07:53:19,9.077
19-03-21 08:53:19,10.651
19-03-21 09:53:19,13.269
19-03-21 10:53:19,15.091
19-03-21 11:53:19,16.903
19-03-21 12:53:19,18.426
19-03-21 13:53:19,19.662
19-03-21 14:53:19,19.853
19-03-21 15:53:19,19.377
19-03-21 16:53:19,18.236
19-03-21 17:53:19,16.999
19-03-21 18:53:19,15.855
19-03-21 19:53:19,14.804
19-03-21 20:53:19,13.846
19-03-21 21:53:19,12.690
19-03-21 22:53:19,11.722
19-03-21 23:53:19,10.944
19-03-22 00:53:19,10.259
19-03-22 01:53:19,9.768
19-03-22 02:53:19,9.275
19-03-22 03:53:19,8.779
19-03-22 04:53:19,8.382
19-03-22 05:53:19,7.983
19-03-22 06:53:19,7.582
19-03-22 07:53:19,7.782
19-03-22 08:53:19,9.571
19-03-22 09:53:19,12.401
19-03-22 10:53:19,15.091
19-03-22 11:53:19,17.665
19-03-22 12:53:19,20.234
19-03-22 13:53:19,22.238
19-03-22 14:53:19,23.388
19-03-22 15:53:19,23.484
19-03-22 16:53:19,22.333
19-03-22 17:53:19,19.853
19-03-22 18:53:19,17.760
19-03-22 19:53:19,15.951
19-03-22 20:53:19,14.517
19-03-22 21:53:19,13.365
19-03-22 22:53:19,12.401
19-03-22 23:53:19,11.625
19-03-23 00:53:19,10.944
19-03-23 01:53:19,10.357
19-03-23 02:53:19,9.866
19-03-23 03:53:19,9.373
19-03-23 04:53:19,8.978
19-03-23 05:53:19,8.680
19-03-23 06:53:19,8.481
19-03-23 07:53:19,8.879
19-03-23 08:53:19,10.553
19-03-23 09:53:19,12.883
19-03-23 10:53:19,15.091
19-03-23 11:53:19,18.236
19-03-23 12:53:19,21.091
19-03-23 13:53:19,23.292
19-03-23 14:53:19,24.351
19-03-23 15:53:19,24.448
19-03-23 16:53:19,23.388
19-03-23 17:53:19,20.996
19-03-23 18:53:19,18.901
19-03-23 19:53:19,17.189
19-03-23 20:53:19,15.855
19-03-23 21:53:19,14.613
19-03-23 22:53:19,13.654
19-03-23 23:53:19,12.980
19-03-24 00:53:19,12.110
19-03-24 01:53:19,11.528
19-03-24 02:53:19,11.041
19-03-24 03:53:19,10.553
19-03-24 04:53:19,9.965
19-03-24 05:53:19,9.571
19-03-24 06:53:19,9.176
19-03-24 07:53:19,9.373
19-03-24 08:53:19,11.528
19-03-24 09:53:19,14.613
19-03-24 10:53:19,17.379
19-03-24 11:53:19,20.138
19-03-24 12:53:19,22.717
19-03-24 13:53:19,24.738
19-03-24 14:53:19,25.805
19-03-24 15:53:19,26.000
19-03-24 16:53:19,24.641
19-03-24 17:53:19,22.238
19-03-24 18:53:19,20.043
19-03-24 19:53:19,18.045
19-03-24 20:53:19,16.713
19-03-24 21:53:19,15.473
19-03-24 22:53:19,14.613
19-03-24 23:53:19,13.846
19-03-25 00:53:19,13.269
19-03-25 01:53:19,12.787
19-03-25 02:53:19,12.207
19-03-25 03:53:19,11.625
19-03-25 04:53:19,11.041
19-03-25 05:53:19,10.553
19-03-25 06:53:19,10.063
19-03-25 07:53:19,10.553
19-03-25 08:53:19,12.207
19-03-25 09:53:19,15.091
19-03-25 10:53:19,18.140
19-03-25 11:53:19,20.996
19-03-25 12:53:19,23.773
19-03-25 13:53:19,25.902
19-03-25 14:53:19,27.173
19-03-25 15:53:19,27.468
19-03-25 16:53:19,26.292
19-03-25 17:53:19,23.869
19-03-25 18:53:19,21.664
19-03-25 19:53:19,19.758
19-03-25 20:53:19,18.236
19-03-25 21:53:19,17.189
19-03-25 22:53:19,16.237
19-03-25 23:53:19,15.378
19-03-26 00:53:19,14.709
19-03-26 01:53:19,14.038
19-03-26 02:53:19,13.558
19-03-26 03:53:19,12.980
19-03-26 04:53:19,12.401
19-03-26 05:53:19,12.013
19-03-26 06:53:19,11.625
