"Date Time, GMT-07:00","Temp, °C"
19-03-16 12:44:54,33.953
19-03-16 13:44:54,19.472
19-03-16 14:44:54,19.567
19-03-16 15:44:54,18.236
19-03-16 16:44:54,16.999
19-03-16 17:44:54,15.378
19-03-16 18:44:54,14.517
19-03-16 19:44:54,13.750
19-03-16 20:44:54,13.173
19-03-16 21:44:54,12.787
19-03-16 22:44:54,12.497
19-03-16 23:44:54,11.916
19-03-17 00:44:54,11.431
19-03-17 01:44:54,11.139
19-03-17 02:44:54,10.846
19-03-17 03:44:54,10.651
19-03-17 04:44:54,10.357
19-03-17 05:44:54,9.965
19-03-17 06:44:54,9.866
19-03-17 07:44:54,9.866
19-03-17 08:44:54,10.455
19-03-17 09:44:54,11.625
19-03-17 10:44:54,13.461
19-03-17 11:44:54,16.999
19-03-17 12:44:54,19.472
19-03-17 13:44:54,19.282
19-03-17 14:44:54,18.521
19-03-17 15:44:54,18.616
19-03-17 16:44:54,17.094
19-03-17 17:44:54,15.855
19-03-17 18:44:54,14.900
19-03-17 19:44:54,13.846
19-03-17 20:44:54,13.173
19-03-17 21:44:54,12.690
19-03-17 22:44:54,12.207
19-03-17 23:44:54,11.916
19-03-18 00:44:54,11.334
19-03-18 01:44:54,11.041
19-03-18 02:44:54,10.651
19-03-18 03:44:54,10.553
19-03-18 04:44:54,10.455
19-03-18 05:44:54,10.259
19-03-18 06:44:54,10.161
19-03-18 07:44:54,10.357
19-03-18 08:44:54,10.944
19-03-18 09:44:54,12.110
19-03-18 10:44:54,14.134
19-03-18 11:44:54,17.855
19-03-18 12:44:54,20.424
19-03-18 13:44:54,19.472
19-03-18 14:44:54,19.092
19-03-18 15:44:54,19.377
19-03-18 16:44:54,18.331
19-03-18 17:44:54,17.284
19-03-18 18:44:54,16.141
19-03-18 19:44:54,15.091
19-03-18 20:44:54,14.421
19-03-18 21:44:54,13.750
19-03-18 22:44:54,13.365
19-03-18 23:44:54,12.980
19-03-19 00:44:54,12.690
19-03-19 01:44:54,12.304
19-03-19 02:44:54,11.722
19-03-19 03:44:54,11.625
19-03-19 04:44:54,11.722
19-03-19 05:44:54,11.334
19-03-19 06:44:54,11.139
19-03-19 07:44:54,11.431
19-03-19 08:44:54,12.304
19-03-19 09:44:54,13.654
19-03-19 10:44:54,15.664
19-03-19 11:44:54,18.045
19-03-19 12:44:54,19.662
19-03-19 13:44:54,20.519
19-03-19 14:44:54,19.567
19-03-19 15:44:54,18.901
19-03-19 16:44:54,18.236
19-03-19 17:44:54,17.475
19-03-19 18:44:54,16.427
19-03-19 19:44:54,15.378
19-03-19 20:44:54,14.900
19-03-19 21:44:54,14.325
19-03-19 22:44:54,13.461
19-03-19 23:44:54,12.787
19-03-20 00:44:54,12.401
19-03-20 01:44:54,12.013
19-03-20 02:44:54,11.722
19-03-20 03:44:54,11.528
19-03-20 04:44:54,11.236
19-03-20 05:44:54,11.041
19-03-20 06:44:54,10.651
19-03-20 07:44:54,10.944
19-03-20 08:44:54,11.916
19-03-20 09:44:54,13.269
19-03-20 10:44:54,15.187
19-03-20 11:44:54,19.187
19-03-20 12:44:54,21.664
19-03-20 13:44:54,22.046
19-03-20 14:44:54,21.282
19-03-20 15:44:54,20.519
19-03-20 16:44:54,19.377
19-03-20 17:44:54,18.331
19-03-20 18:44:54,16.999
19-03-20 19:44:54,15.951
19-03-20 20:44:54,15.091
19-03-20 21:44:54,14.230
19-03-20 22:44:54,13.365
19-03-20 23:44:54,12.690
19-03-21 00:44:54,12.110
19-03-21 01:44:54,11.722
